
; <<>> DiG 9.11.2 <<>> @127.0.0.1 -p 1053 example.com axfr
; (1 server found)
;; global options: +cmd
example.com.		600	IN	SOA	mname.example.com. ns.example.com. 1532595392 360000 10000 3600000 3600
example.com.		600	IN	NS	www.example.com.
0000000000000048.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000049.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
000000000000004a.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
000000000000004b.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
000000000000004c.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
000000000000004d.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
000000000000004e.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
000000000000004f.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000050.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000051.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000052.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000053.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000054.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000055.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000056.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000057.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
0000000000000058.5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com. 600 IN CNAME 5b598cc0.123456789022345678903234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.123456789022345678903234567890423456789052345678906234567890.example.com.
